DEPTH_WMSF (m),HSGR (gAPI),HCGR (gAPI),HFK (%),HTHO (ppm),HURA (ppm),HBHK (%),IDPH (ohmm),IMPH (ohmm),SFLU (ohmm),RHOM (g/cm3),DRH (g/cm3),PEFL (barns/e-),NRHB (g/cm3),APLC (%),STOF (in),SIGF (cu),AFEC (cps),ANEC (cps),IMAGE_ID,ROCK_CLASS
96.4528,37.4449,1.2398,0.0337,0.2001,4.5914,-0.1499,58.9518,14.2556,45.0571,2.6373,0.0247,2.8617,2.6272,13.9893,-999.25,9.0314,1057.7778,3162,666_1199A,Floatstone
96.6052,38.1151,0.736,0.0087,0.1851,4.7464,-0.1499,61.9592,14.049,51.1232,2.6391,0.0228,3.0164,2.6293,13.6806,-999.25,9.0463,1073.5,3145.5,672_1199A,Floatstone
96.7576,39.0703,1.1362,0.0305,0.1857,4.8197,-0.1499,61.914,14.4584,45.8443,2.6415,0.0212,3.1936,2.638,13.1165,-999.25,8.9111,1147,3161.3333,678_1199A,Floatstone
96.91,42.2597,1.4006,0.0314,0.2649,5.1672,-0.1499,59.7697,15.2164,45.5428,2.6486,0.0209,3.1938,2.658,12.7853,0.0014,8.8576,1078.6666,3204.8889,684_1199A,Floatstone
97.0624,45.05,1.6001,0.0467,0.2396,5.4381,-0.1499,56.5566,15.8918,82.5309,2.6499,0.0213,3.1987,2.6791,12.8541,0.0039,8.9681,1073.7778,3253.2,690_1199A,Rudstone
97.2148,46.6648,1.7241,0.048,0.2713,5.5942,-0.1499,56.8538,16.1628,79.3207,2.66,0.025,3.0825,2.6676,13.158,0.0257,8.9627,1071.1111,3139.6001,696_1199A,Rudstone
97.3672,45.1458,1.7893,0.0485,0.2893,5.3721,-0.1499,57.508,16.0352,75.4547,2.6535,0.0248,3.1322,2.6324,13.1398,0.0418,9.0067,1073.6,3057.3333,702_1199A,Floatstone
97.5196,44.7731,1.9867,0.0503,0.3421,5.3199,-0.1499,62.8413,15.731,63.8766,2.6521,0.0279,3.243,2.6506,13.0066,0.0483,9.0123,1031.6,3052.4443,708_1199A,Floatstone
97.672,45.3968,1.6447,0.0272,0.3678,5.4724,-0.1499,63.8132,15.4425,63.725,2.6446,0.028,3.0824,2.6467,12.8738,0.0859,9.1083,1050.2222,3088.8,714_1199A,Floatstone
97.8244,48.0824,1.933,0.0364,0.4061,5.7232,-0.1499,62.9935,15.2413,73.9145,2.6471,0.028,3.2057,2.6464,12.951,0.1099,9.2989,1034.2222,3075.5557,720_1199A,Floatstone
97.9768,48.9952,1.6406,0.033,0.3326,5.857,-0.1499,63.3611,15.1586,410.9136,2.6424,0.028,3.05,2.6444,12.7506,0.1112,9.1251,1019.2,3137.7778,726_1199A,Floatstone
98.1292,49.1666,1.7878,0.0512,0.2733,5.8308,-0.1499,64.8075,15.2378,796.1705,2.6426,0.0315,3.2051,2.6426,12.8902,0.1147,8.9527,1035.5555,3024,732_1199A,Floatstone
98.2816,48.5775,2.0339,0.0676,0.2561,5.7417,-0.1499,64.0339,15.4561,9700,2.6286,0.0245,3.2488,2.6019,12.638,0.1285,9.06,1016.8889,2963.2,738_1199A,Floatstone
98.434,45.5735,1.4728,0.0399,0.2383,5.4349,-0.1499,63.4025,15.6747,9700,2.636,0.0298,3.1736,2.6363,11.9838,0.1514,8.7902,1026,3003.1111,744_1199A,Floatstone
98.5864,43.0033,1.2564,0.0332,0.2083,5.2041,-0.1499,59.2799,15.7335,9700,2.6494,0.037,3.116,2.6494,11.5198,0.204,8.4259,1026,3104.8889,750_1199A,Floatstone
98.7388,42.2153,1.2498,0.034,0.2014,5.1061,-0.1499,51.098,15.6084,9700,2.6571,0.0464,2.9428,2.6571,12.8393,0.2151,8.425,958.6667,3065.3333,756_1199A,Floatstone
98.8912,41.111,1.3276,0.0339,0.2268,4.9736,-0.1499,48.5998,15.5,9700,2.6309,0.0524,2.9008,2.6309,14.5221,0.2238,8.8034,892.8889,3016.8889,762_1199A,Floatstone
99.0436,39.9127,0.8551,0.0158,0.1817,4.9123,-0.1499,47.691,15.7321,58.2759,2.609,0.0563,2.8531,2.609,16.5146,0.1833,9.026,893.7778,2971.5557,768_1199A,Floatstone
99.196,38.1633,0.5026,0.0085,0.1113,4.7405,-0.1499,47.5822,16.5288,47.4486,2.6075,0.0528,2.8987,2.6075,15.4162,0.2027,9.1525,993.7778,2890.2222,774_1199A,Floatstone
99.3484,39.7538,0.5619,0.0154,0.0901,4.9134,-0.1499,48.7911,17.8957,49.1129,2.6473,0.0584,3.1019,2.6473,12.7833,0.2326,9.0975,982.2222,3011.6001,780_1199A,Floatstone
99.5008,42.4318,0.5299,0.0083,0.1215,5.2883,-0.1499,50.4106,19.6636,36.9649,2.6794,0.0572,3.0165,2.6794,11.1418,0.211,9.0646,1095.5555,3040.4443,786_1199A,Floatstone
99.6532,46.7355,0.1198,-0.0108,0.1017,5.8863,-0.1499,52.8294,21.567,30.6216,2.6742,0.0389,3.0323,2.6742,10.3291,0.1497,8.8359,1240.8,3072.5,792_1199A,Floatstone
99.8056,50.5336,-0.5689,-0.0379,0.0398,6.4664,-0.1499,60.7743,23.3039,31.3157,2.6869,0.0307,2.9111,2.685,9.288,0.1132,8.3095,1262.5,3144.5,798_1199A,Floatstone
99.958,54.3999,-0.0571,-0.0287,0.1498,6.9023,-0.1499,65.7171,24.6724,32.354,2.7082,0.0299,2.9911,2.7009,8.3576,0.0742,7.8703,1275,3135.5557,804_1199A,Floatstone
100.1104,53.3065,0.7252,-0.0034,0.2521,6.6467,-0.1499,89.8047,25.5623,34.8427,2.7404,0.0374,2.8874,2.7404,8.128,0.0347,7.7392,1335.5555,3242.2222,810_1199A,Floatstone
100.2628,50.1284,0.8669,0.0175,0.1752,6.2102,-0.1499,105.541,25.8101,38.2421,2.7463,0.0351,3.1737,2.7463,8.6009,-999.25,7.7929,1329.7778,3188,816_1199A,Rudstone
100.4152,45.4833,0.3867,-0.0076,0.1684,5.7056,-0.1499,138.7379,25.3997,48.3117,2.724,0.0267,3.2945,2.7269,9.0875,-999.25,7.8857,1360.4445,3306.6667,822_1199A,Rudstone
100.5676,44.7119,0.198,-0.0254,0.2119,5.6717,-0.1499,201.3626,24.6582,136.7787,2.7051,0.0227,3.3518,2.7224,9.3931,-999.25,8.1688,1308.8889,3233.3333,828_1199A,Rudstone
100.72,45.2166,0.3633,-0.0291,0.2865,5.7297,-0.1499,208.278,23.987,9700,2.6905,0.0233,3.2009,2.6897,9.2082,-999.25,8.1608,1336,3218.6667,834_1199A,Rudstone
100.8724,47.2974,0.6917,-0.0149,0.309,5.9052,-0.1499,170.6925,23.7423,9700,2.6952,0.0237,3.0885,2.6666,8.6676,-999.25,8.1788,1418.6666,3244,840_1199A,Rudstone
101.0248,48.7299,0.6623,-0.0247,0.3571,6.0698,-0.1499,184.4259,24.1453,9700,2.7107,0.0293,3.089,2.7026,8.045,-999.25,8.1923,1451.1111,3229.3333,846_1199A,Rudstone
101.1772,50.3833,0.7443,-0.0238,0.3776,6.2421,-0.1499,125.0228,24.8061,9700,2.7296,0.0327,2.874,2.7309,7.4466,-999.25,7.8891,1503.5,3322,852_1199A,Floatstone
101.3296,48.0913,1.5378,0.0195,0.3785,5.8456,-0.1499,107.329,24.5844,9700,2.7487,0.0361,3.0147,2.7487,8.3302,-999.25,8.0132,1455.5,3258.2222,858_1199A,Floatstone
101.482,45.9944,1.8919,0.0401,0.3717,5.5154,-0.1499,85.1875,22.7907,9700,2.7419,0.0316,3.1757,2.7419,9.6901,-999.25,8.4775,1175.1111,3284.3999,864_1199A,Floatstone
101.6344,43.9089,1.6407,0.0477,0.2468,5.2351,-0.1499,63.4541,20.1625,9700,2.7125,0.0378,3.2607,2.7125,12.0542,-999.25,8.4666,1152.8,3234.6667,870_1199A,Floatstone
101.7868,41.9488,0.752,0.0073,0.1983,5.1664,-0.1499,57.8199,17.9506,430.9059,2.6585,0.0428,3.3472,2.6585,12.0221,0.073,8.432,1228,3123.1111,876_1199A,Floatstone
101.9392,39.0008,0.1421,-0.0238,0.185,4.8943,-0.1499,55.9657,17.0305,47.7566,2.6372,0.0941,3.2283,2.6372,11.4663,0.0832,8.3334,1170.6666,3058.3999,882_1199A,Floatstone
102.0916,35.952,0.3663,-0.0285,0.2845,4.5239,-0.1499,51.5131,17.9453,32.6857,2.6568,0.1198,3.1792,2.6568,10.4544,0.0554,8.1323,1354.8,3089.3333,888_1199A,Floatstone
102.244,36.1146,-0.1978,-0.0445,0.197,4.5785,-0.1499,46.6382,21.0595,29.5912,2.7116,0.1364,3.1041,2.7116,8.9122,0.0826,7.9817,1414.2222,3080,894_1199A,Floatstone
102.3964,36.2529,-0.0021,-0.0221,0.1287,4.5499,-0.1499,48.6014,25.6894,28.1997,2.8005,0.151,3.213,2.8005,8.0199,0.052,7.9966,1386.6666,3260.8889,900_1199A,Floatstone
102.5488,36.9594,0.0398,-0.0268,0.1696,4.6979,-0.1499,57.4181,27.5825,29.8266,2.8297,0.1492,3.2081,2.8297,7.5341,0.0413,7.7591,1424,3282.5,906_1199A,Floatstone
102.7012,36.5632,0.2431,-0.0145,0.1627,4.6135,-0.1499,47.0434,23.1566,30.0083,2.7434,0.0644,2.9888,2.7434,8.0097,0.0294,8.025,1380.4445,3270.5,912_1199A,Floatstone
102.8536,36.9048,-0.0569,-0.026,0.134,4.6941,-0.1499,44.9061,17.2759,28.5365,2.7252,0.047,2.7078,2.7252,8.2251,0.0654,8.2857,1411,3257.5,918_1199A,Floatstone
103.006,37.0508,-0.3151,-0.0537,0.2134,4.7634,-0.1499,53.5964,13.6419,26.6592,2.7266,0.0563,2.7865,2.7266,8.716,0.0498,8.1781,1241.3334,3148.4443,924_1199A,Floatstone
103.1584,36.0345,-0.6563,-0.0752,0.23,4.6704,-0.1499,55.9304,12.1855,29.6741,2.7093,0.0546,2.9197,2.7093,9.6893,0.0281,8.3486,1197,3217,930_1199A,Floatstone
103.3108,34.9676,-0.9368,-0.0918,0.2373,4.5754,-0.1499,52.9371,12.2422,59.3557,2.6881,0.0402,3.388,2.6881,11.0718,-999.25,8.7076,1187,3160,936_1199A,Floatstone
103.4632,34.7853,-0.786,-0.0789,0.2103,4.5174,-0.1499,49.0971,13.3765,76.1656,2.6746,0.0363,3.5512,2.6746,11.6699,-999.25,8.8116,1182.6666,3147.5557,942_1199A,Floatstone
103.6156,34.1232,-0.0352,-0.0494,0.2779,4.3405,-0.1499,40.1246,15.1082,137.1298,2.6785,0.0338,3.4838,2.6785,11.1575,-999.25,8.5812,1175.1111,3249.7778,948_1199A,Floatstone
103.768,32.7327,-0.2619,-0.0385,0.1414,4.1442,-0.1499,36.3307,16.5027,187.382,2.6706,0.0301,3.2655,2.6706,10.9605,0.019,8.7364,1216.5,3215.5557,954_1199A,Floatstone
103.9204,30.7031,0.0454,-0.0209,0.1368,3.8812,-0.1499,36.4572,16.6368,9700,2.6794,0.04,3.067,2.6794,11.0315,0.0462,8.5615,1218.2222,3175.1111,960_1199A,Floatstone
104.0728,30.3922,-0.2023,-0.0362,0.147,3.8703,-0.1499,36.031,15.7414,388.9267,2.6817,0.0491,2.9732,2.6817,11.302,0.0594,8.4486,1173.7778,3237.5,966_1199A,Floatstone
104.2252,30.5334,-0.3969,-0.0489,0.1591,3.8934,-0.1499,36.0419,14.7878,211.2217,2.696,0.0586,2.8865,2.696,10.7548,0.0494,8.4286,1164.5,3147.4285,972_1199A,Floatstone
104.3776,31.1809,0.0103,-0.0246,0.1476,3.9278,-0.1499,37.5053,14.4047,58.1629,2.7185,0.0593,3.1705,2.7185,9.6259,0.0419,8.286,1225,3169.3333,978_1199A,Floatstone
104.53,32.8799,0.3031,-0.0223,0.2279,4.0883,-0.1499,37.6195,14.7189,36.5783,2.7388,0.0668,3.3451,2.7388,8.3888,0.0648,7.8666,1338.2222,3156.3999,984_1199A,Floatstone
104.6824,34.4778,0.1605,-0.0211,0.1748,4.2917,-0.1499,39.0483,15.4797,9700,2.7381,0.0652,3.4164,2.7381,7.9944,0.09,7.8309,1248.4445,3144.4443,990_1199A,Floatstone
104.8348,36.5834,0.7621,-0.0048,0.2723,4.4476,-0.1499,42.8677,16.2376,9700,2.6815,0.0553,3.0326,2.6815,10.1987,0.0448,8.1344,1238.2222,3288,996_1199A,Floatstone
104.9872,37.1107,0.9261,0.0054,0.2652,4.5116,-0.1499,43.5766,16.7016,9700,2.6447,0.0594,3.0869,2.6447,13.3379,0.0065,8.4698,1116,3068,1002_1199A,Floatstone
105.1396,37.7729,0.9389,0.0106,0.2389,4.5482,-0.1499,43.3797,16.838,9700,2.6087,0.062,3.0238,2.6087,16.4873,-999.25,8.7403,985.7778,3072,1008_1199A,Floatstone
105.292,37.6664,0.3417,-0.0125,0.1826,4.5344,-0.1499,36.0903,16.5391,9700,2.6154,0.0634,3.2831,2.6154,16.1139,0.0247,9.0368,947.5555,3015.5,1014_1199A,Floatstone
105.4444,38.381,0.2801,-0.0156,0.1809,4.6402,-0.1499,32.4272,15.5519,9700,2.5953,0.0552,3.2204,2.5953,16.4968,0.0014,9.5694,915,3079.5557,1020_1199A,Floatstone
105.5968,40.2804,0.4422,-0.0088,0.1935,4.8554,-0.1499,32.0203,13.8906,9700,2.5596,0.0348,3.2631,2.5596,17.8629,-999.25,9.7801,875.5555,3032,1026_1199A,Floatstone
105.7492,41.2172,0.6744,0.0052,0.1857,4.9636,-0.1499,27.1802,12.1054,333.1554,2.5046,0.002,3.1174,2.4724,17.8033,-999.25,9.761,922.2222,3019.1111,1032_1199A,Floatstone
105.9016,43.4114,0.7824,0.0182,0.1439,5.2273,-0.1499,24.2196,10.8603,23.8758,2.5412,0.019,3.1366,2.6015,16.5139,-999.25,9.5399,1004.8889,3020,1038_1199A,Floatstone
106.054,46.3799,0.2474,-0.0113,0.1456,5.7129,-0.1081,23.9807,10.4782,14.5516,2.5589,0.0298,2.9004,2.5621,14.4291,-999.25,9.563,968.5,3084,1044_1199A,Floatstone
106.2064,48.0784,0.3474,0.0116,0.0435,5.9492,-0.1081,24.1964,10.9935,11.6813,2.5759,0.0339,2.9301,2.5607,13.1527,-999.25,9.5933,968.4445,3099.5,1050_1199A,Floatstone
106.3588,47.799,0.0688,-0.0033,0.0412,5.9324,-0.1081,20.62,12.3189,11.8115,2.5946,0.0326,2.9058,2.5735,12.3812,-999.25,9.2252,1080,3056,1056_1199A,Floatstone
106.5112,43.7748,-0.1765,-0.0018,-0.046,5.5207,-0.1081,34.5145,14.1983,12.037,2.6595,0.0465,3.0768,2.6595,11.0926,-999.25,8.8776,1224.4445,3005.3333,1062_1199A,Packstone
106.6636,44.845,-0.4039,-0.0143,-0.0457,5.6561,-0.1081,38.17,16.0448,12.076,2.6976,0.0383,3.1958,2.6976,10.2485,-999.25,8.7572,1217.7778,3231.6001,1068_1199A,Packstone
106.816,51.0644,-0.5107,-0.0213,-0.0391,6.4858,-0.1081,42.3007,17.241,12.7449,2.6934,0.0208,3.2055,2.7116,9.8297,-999.25,8.4167,1309.6,3200,1074_1199A,Packstone
106.9684,59.6326,-0.1802,-0.0162,0.037,7.5524,-0.1081,59.0334,17.7659,13.8128,2.7002,0.0158,3.2702,2.672,9.446,-999.25,7.9309,1366.6666,3227,1080_1199A,Packstone
107.1208,65.4559,0.4591,0.0038,0.1248,8.1802,-0.1081,63.8134,17.859,14.0396,2.7054,0.0161,3.0596,2.7228,8.4524,-999.25,7.9241,1367.5555,3253.3333,1086_1199A,Floatstone
107.2732,64.789,-0.1032,-0.0205,0.0872,8.1569,-0.1081,65.733,17.5546,21.401,2.7154,0.0184,2.7916,2.7222,8.3654,-999.25,7.9699,1376,3295,1092_1199A,Floatstone
107.4256,61.6574,-0.3348,-0.0315,0.0772,7.7108,-0.1081,90.9022,17.0892,463.9473,2.7276,0.0205,2.8036,2.7281,8.7399,-999.25,7.9236,1381.3334,3279.1111,1098_1199A,Floatstone
107.578,58.9215,0.1862,-0.018,0.1649,7.2738,-0.1081,91.5228,16.883,9700,2.7317,0.0259,2.8894,2.7327,9.1537,-999.25,7.8375,1395,3259.5557,1104_1199A,Floatstone
107.7304,59.3912,0.4794,-0.0009,0.1587,7.3048,-0.1081,65.6163,16.9872,9700,2.7197,0.0302,3.1168,2.7286,9.4193,-999.25,8.0877,1265.3334,3261.7778,1110_1199A,Floatstone
107.8828,62.534,0.3366,-0.016,0.2016,7.6618,-0.1081,53.2185,17.0898,9700,2.6931,0.0348,3.2477,2.6931,10.0153,-999.25,8.1335,1252.8889,3267.6001,1116_1199A,Floatstone
108.0352,64.1793,0.7146,0.0067,0.1895,7.8293,-0.1081,45.6028,16.7628,9700,2.679,0.0407,3.3552,2.679,10.6482,-999.25,8.124,1256.4445,3213.7778,1122_1199A,Floatstone
108.1876,65.6263,1.0043,0.021,0.1988,7.922,-0.1081,36.4022,15.6312,9700,2.6657,0.0411,3.3461,2.6657,10.9613,0.0175,8.4312,1256.4,3260.4443,1128_1199A,Floatstone
108.34,69.2391,1.4823,0.0443,0.2154,8.3507,-0.1081,34.3983,13.8851,9700,2.6711,0.0583,3.0072,2.6711,10.9077,0.0834,8.7571,1194.2222,3192,1134_1199A,Floatstone
108.4924,69.8914,2.521,0.1054,0.1905,8.2423,-0.1081,33.077,12.2939,9700,2.6516,0.0552,2.676,2.6516,12.2307,0.0507,8.8409,1154.5,3162.6667,1140_1199A,Floatstone
108.6448,64.9475,1.791,0.0839,0.0825,7.7535,-0.1081,29.9104,11.3872,9700,2.6326,0.0468,2.6544,2.6326,12.8165,0.0419,8.9712,1091.1111,3110.6667,1146_1199A,Floatstone
108.7972,55.5272,1.5591,0.0837,0.0093,6.6268,-0.1081,24.2497,11.1885,162.3251,2.6272,0.0473,2.8069,2.6272,13.3461,0.0493,9.1229,1032.4445,3093.5,1152_1199A,Floatstone
108.9496,50.4627,1.9001,0.1004,0.0208,5.9291,-0.1081,22.982,11.3797,754.7031,2.6327,0.0514,2.916,2.6327,13.1591,0.0975,8.824,1035.5555,3088.4443,1158_1199A,Floatstone
109.102,52.7476,2.3572,0.1234,0.0325,6.1871,-0.1081,21.3132,11.3617,9700,2.6074,0.0361,2.8811,2.6074,14.5113,0.0763,9.0267,1009,3089.3333,1164_1199A,Floatstone
111.8452,25.3256,0.3316,-0.0391,0.3353,3.1337,-0.1081,16.9602,8.8193,8.1463,2.5687,0.0203,3.2359,2.6191,19.1377,0.1462,11.1131,802,2878.6667,1272_1199A,Floatstone
111.9976,27.5655,-0.159,-0.0422,0.1961,3.4882,-0.1081,20.2256,10.1698,8.4893,2.578,0.0165,3.1702,2.6404,17.2491,0.1556,10.9789,864,2946.2222,1278_1199A,Floatstone
112.15,30.3039,-0.4409,-0.0545,0.1776,3.8816,-0.1081,24.0107,12.1313,8.6436,2.5859,0.0075,3.2816,2.5755,16.9013,0.1244,10.4778,841.7778,3000.8,1284_1199A,Floatstone
112.3024,31.573,-0.6744,-0.0672,0.1772,4.0754,-0.1081,27.2759,14.3964,8.6126,2.6064,0.011,3.0283,2.5244,16.4266,0.0695,10.1273,961.6,2999.1111,1290_1199A,Floatstone
112.4548,32.5653,-0.5221,-0.0558,0.1595,4.2063,-0.1081,33.1288,16.2879,10.4564,2.6302,0.0143,3.2242,2.6685,14.5604,0.0799,9.3052,996.8889,3096,1296_1199A,Floatstone
112.6072,34.7904,-0.9097,-0.0657,0.0933,4.5634,-0.1081,45.5157,17.0533,11.3471,2.6561,0.023,3.2891,2.6794,12.4233,0.136,9.0128,1094.2222,3147.5557,1302_1199A,Floatstone
112.7596,40.0996,-0.6413,-0.0521,0.0999,5.2143,-0.1081,50.5124,16.7309,11.9335,2.6609,0.0191,3.2931,2.701,11.9792,0.1288,8.7246,1123.5,3150.6667,1308_1199A,Floatstone
112.912,44.4874,-0.7038,-0.0578,0.1128,5.7957,-0.1081,57.9928,16.1298,14.5372,2.6612,0.0273,3.0998,2.6305,12.2203,0.142,8.6553,1088.8889,3157.7778,1314_1199A,Floatstone
113.0644,48.2778,-0.5669,-0.0502,0.1122,6.2579,-0.1081,66.5022,15.9185,17.299,2.6504,0.0385,3.0462,2.6504,12.9184,0.1603,8.6203,1054.2222,3075.5557,1320_1199A,Floatstone
113.2168,50.1158,-0.3067,-0.0354,0.109,6.42,-0.1081,88.1383,16.4579,19.7472,2.6474,0.0472,2.9744,2.6474,12.1758,0.2212,8.5643,1043.5555,3026,1326_1199A,Floatstone
113.3692,53.6132,-0.0082,-0.0283,0.163,6.8025,-0.1081,818.3497,17.8614,77.6239,2.6464,0.0453,2.9977,2.6464,11.9606,0.169,8.5486,1061.7778,3131.5,1332_1199A,Floatstone
113.5216,58.8913,-0.2952,-0.0488,0.191,7.4949,-0.1081,647.9787,19.5679,9700,2.6747,0.0507,2.9489,2.6747,11.2841,0.1786,8.3029,1127.5555,3043.1111,1338_1199A,Floatstone
113.674,66.8496,-0.3791,-0.0558,0.2053,8.4876,-0.1081,89.7223,20.4061,9700,2.6979,0.0499,3.156,2.6979,11.2959,0.1484,8.3725,1136,3138,1344_1199A,Floatstone
113.8264,74.5441,-0.2978,-0.0699,0.3138,9.4546,-0.1081,44.122,19.4598,9700,2.696,0.0365,3.2986,2.696,11.1481,0.1319,8.3363,1124.8889,3153.7778,1350_1199A,Floatstone
113.9788,76.476,0.2309,-0.0375,0.2938,9.5736,-0.1081,32.8594,15.7328,9700,2.6677,0.0305,3.3891,2.6837,11.8775,0.1026,8.7197,1011.5555,3188,1356_1199A,Floatstone
114.1312,71.8225,-0.0881,-0.0501,0.265,8.969,-0.1081,13.5508,10.4978,9700,2.6233,0.0205,3.2433,2.6309,13.1547,0.1075,9.2128,1001.7778,3087.5557,1362_1199A,Floatstone
114.2836,63.4711,0.6004,-0.0093,0.247,7.8172,-0.1081,10.8775,6.7498,9700,2.6049,0.0471,3.2705,2.6049,14.8534,0.0791,9.3954,996,3052.8889,1368_1199A,Floatstone
114.436,61.0955,0.3766,-0.0209,0.2427,7.4997,-0.1081,9.2491,4.8781,9700,2.5167,0.0976,3.3797,2.5167,15.4164,0.1134,9.8613,920.4445,3035.5557,1374_1199A,Floatstone
114.5884,63.4823,0.7738,0.0016,0.2388,7.7086,-0.1081,8.0349,4.2179,9700,2.2693,0.0954,2.6069,2.2693,16.7056,0.141,10.932,583.1111,3060,1380_1199A,Floatstone
114.7408,60.254,0.6441,-0.0044,0.2322,7.2684,-0.1081,7.1557,4.4164,9700,2.0727,0.0698,2.3638,2.0727,22.8172,0.0202,12.3331,477.3333,2951.4285,1386_1199A,Floatstone
