DEPTH_WMSF (m),HALC (%),HSIG (cu),HSTO (in),HNEC (cps),HFEC (cps),HROM (g/cm3),HLEF (barns/e-),HBDC (g/cm3),HDEB (g/cm3),IMAGE_ID,ROCK_CLASS
383.342,31.5179,16.6979,0.8873,2710.6748,552.1145,2.1991,4.6198,0.0093,2.2035,767.842_769.112_0,Grainstone
383.3928,29.6896,16.8175,1.0158,2690.4773,565.299,2.1944,4.6227,0.0095,2.2058,767.842_769.112_2,Grainstone
383.4436,28.7199,17.8089,0.9166,2642.9077,569.0082,2.2071,3.9901,0.0106,2.1897,767.842_769.112_4,Grainstone
383.4944,29.3512,19.1569,0.6855,2646.6946,573.101,2.1845,4.1231,0.0074,2.1924,767.842_769.112_6,Grainstone
383.5452,28.3735,19.5121,0.6759,2618.9543,568.4118,2.1951,4.0202,0.0082,2.1909,767.842_769.112_8,Grainstone
383.596,26.9938,19.1119,0.7362,2637.6973,548.7621,2.212,4.2415,0.01,2.1902,767.842_769.112_10,Grainstone
383.6468,26.6284,19.0189,0.7715,2642.9465,575.4405,2.2018,4.3776,0.0086,2.2052,767.842_769.112_12,Grainstone
383.6976,26.0461,18.5829,0.809,2711.0906,593.0164,2.2117,4.8323,0.0092,2.2017,767.842_769.112_14,Grainstone
383.7484,26.2703,18.0919,0.8425,2677.5913,624.9123,2.2069,4.5587,0.0084,2.2084,767.842_769.112_16,Grainstone
383.7992,26.9972,17.9278,0.8823,2568.353,632.0735,2.217,4.4758,0.0098,2.2148,767.842_769.112_18,Grainstone
383.85,26.8825,15.6854,1.3518,2550.5798,590.2503,2.2224,4.4928,0.0108,2.2225,767.842_769.112_20,Grainstone
383.9008,26.4546,16.3807,1.2151,2687.77,571.6541,2.2288,3.9805,0.012,2.2281,767.842_769.112_22,Grainstone
383.9516,27.0164,17.5446,0.9776,2782.6748,609.2288,2.2283,4.633,0.0127,2.2333,767.842_769.112_24,Grainstone
384.0024,30.2875,18.0155,0.8065,2663.6638,612.1031,2.2331,4.5256,0.0132,2.2376,767.842_769.112_26,Grainstone
384.0532,30.7566,18.0525,0.8686,2698.802,562.1738,2.2497,4.0873,0.0198,2.235,767.842_769.112_28,Grainstone
384.104,34.3952,18.8506,0.6959,2636.2942,548,2.2273,4.4572,0.0158,2.2318,767.842_769.112_30,Grainstone
384.1548,34.9346,19.2174,0.5656,2766.3066,599.4356,2.2165,4.3884,0.013,2.226,767.842_769.112_32,Grainstone
384.2056,34.3314,19.3815,0.5611,2701.8823,650.4314,2.2284,4.8597,0.0153,2.224,767.842_769.112_34,Grainstone
384.2564,31.2537,18.2098,0.7542,2701.3643,609.1913,2.2259,4.1685,0.0149,2.229,767.842_769.112_36,Grainstone
384.3072,31.6292,17.3759,0.8972,2678.3005,616.1046,2.2205,4.3012,0.0122,2.2338,767.842_769.112_38,Grainstone
384.358,30.0365,17.6793,0.8809,2633.3621,538.5685,2.2081,4.4367,0.0088,2.2359,767.842_769.112_40,Grainstone
384.4088,30.9286,17.2461,0.8554,2635.2263,644.8274,2.2278,4.0525,0.0135,2.2324,767.842_769.112_42,Grainstone
384.4596,30.9549,16.8281,0.8433,2736.8921,574.897,2.2353,4.1134,0.0135,2.2105,767.842_769.112_44,Grainstone
384.5104,30.0499,15.5882,1.0805,2650.9775,596.3068,2.222,4.5881,0.0104,2.2151,767.842_769.112_46,Grainstone
384.5612,29.4856,16.5098,0.9256,2674.874,598.6422,2.2314,4.1281,0.0124,2.2112,767.842_769.112_48,Grainstone
384.612,29.3166,16.8493,0.8543,2636,578,2.2265,3.8666,0.0142,2.2146,769.112_770.382_0,Grainstone
384.6628,28.511,17.0983,0.9256,2700,584,2.2063,4.135,0.01,2.2133,769.112_770.382_2,Grainstone
384.7136,28.0684,15.681,1.1298,2638.7598,582.2549,2.2187,4.1757,0.0132,2.2099,769.112_770.382_4,Grainstone
384.7644,28.723,16.0661,0.9955,2701.5139,565.2867,2.2302,4.5842,0.0127,2.2149,769.112_770.382_6,Grainstone
384.8152,29.1109,16.0954,1.0251,2691.084,593.5411,2.2297,4.6218,0.0134,2.2265,769.112_770.382_8,Grainstone
384.866,30.5729,14.011,1.2831,2697.8882,586.9996,2.2249,4.6965,0.0147,2.2357,769.112_770.382_10,Grainstone
384.9168,30.7609,11.4351,1.5983,2699.6765,588.5392,2.1973,4.3741,0.0095,2.219,769.112_770.382_12,Grainstone
388.8284,35.3422,17.347,0.6716,2632.1709,578.4633,2.1487,4.5011,0.0832,2.1496,772.922_774.192_16,Grainstone
388.8792,35.0108,17.0535,0.7203,2686.0881,517.7353,2.1522,4.9217,0.0836,2.149,772.922_774.192_18,Grainstone
388.93,36.1306,17.8504,0.6365,2584.6079,533.1536,2.1468,4.6156,0.0827,2.1447,772.922_774.192_20,Grainstone
388.9808,37.8647,18.411,0.5231,2675.9902,550.5294,2.1348,4.4227,0.0792,2.1403,772.922_774.192_22,Grainstone
389.0316,34.6495,16.8323,1.0928,2729.6692,541.1528,2.1384,4.367,0.0831,2.1337,772.922_774.192_24,Grainstone
389.0824,34.0605,18.4462,0.9197,2687.9631,579.0253,2.1268,4.4466,0.0805,2.1311,772.922_774.192_26,Grainstone
389.1332,37.0422,20.2663,0.6314,2633.9189,576.0834,2.1269,4.4227,0.0815,2.127,772.922_774.192_28,Grainstone
389.184,38.4734,20.5726,0.5284,2662.9673,567.0237,2.1237,4.7627,0.084,2.126,772.922_774.192_30,Grainstone
389.2348,40.1746,20.192,0.4112,2672.5295,554.7794,2.1268,4.0128,0.0875,2.1272,772.922_774.192_32,Grainstone
389.2856,33.5896,18.111,0.8185,2657.2207,548.7157,2.1296,3.857,0.0884,2.1318,772.922_774.192_34,Grainstone
389.3364,32.6842,15.2466,1.4226,2583.9429,556.9673,2.1378,4.1384,0.0918,2.1462,772.922_774.192_36,Grainstone
389.3872,34.329,17.7491,0.9269,2724.5916,571.3022,2.1703,4.1901,0.1025,2.1587,772.922_774.192_38,Grainstone
389.438,34.2895,17.0443,1.0523,2593.0801,542.7876,2.1757,4.4755,0.1046,2.1671,772.922_774.192_40,Grainstone
389.4888,32.9011,17.7365,0.9308,2632.0491,588.5074,2.1624,4.3685,0.0995,2.1673,772.922_774.192_42,Grainstone
389.5396,33.4394,16.3234,1.2082,2633.7515,582.3268,2.1611,4.4594,0.0947,2.163,772.922_774.192_44,Grainstone
389.5904,32.1496,15.8842,1.3728,2703.6079,578.8235,2.1663,4.4562,0.099,2.1572,772.922_774.192_46,Grainstone
389.6412,31.5705,16.1343,1.3351,2613.2026,551.1242,2.1507,4.3353,0.0929,2.149,772.922_774.192_48,Grainstone
389.692,30.5919,17.9056,0.9771,2718,572,2.1344,4.5067,0.0904,2.1382,774.192_775.462_0,Grainstone
389.7428,30.108,16.4919,1.1949,2598.6667,548,2.1294,4.371,0.0891,2.134,774.192_775.462_2,Grainstone
389.7936,29.221,13.1062,1.8065,2576.4583,587.4445,2.1323,4.0322,0.088,2.1363,774.192_775.462_4,Grainstone
389.8444,29.3159,13.0107,1.7633,2505.375,562.5735,2.1418,4.1648,0.0919,2.143,774.192_775.462_6,Grainstone
389.8952,29.8493,18.2515,0.9668,2541.1455,592.4085,2.1492,4.2041,0.0978,2.1527,774.192_775.462_8,Grainstone
389.946,30.9942,19.5954,0.8399,2592.4607,597.804,2.1631,4.3472,0.1044,2.1584,774.192_775.462_10,Grainstone
389.9968,35.1875,19.5148,0.7072,2629.072,586.2582,2.1605,4.6007,0.1051,2.1666,774.192_775.462_12,Grainstone
390.0476,34.3462,17.5029,1.2726,2645.6226,571.0711,2.1712,4.5504,0.1083,2.1688,774.192_775.462_14,Grainstone
390.0984,35.1485,17.3123,1.2933,2692.8994,576.9126,2.1746,4.3091,0.1096,2.1677,774.192_775.462_16,Grainstone
390.1492,37.3432,19.5098,0.7444,2665.5449,591.991,2.1587,3.8131,0.1099,2.1655,774.192_775.462_18,Grainstone
390.2,31.8933,15.6145,1.5452,2628.8301,563.1274,2.1648,4.0552,0.1114,2.1605,774.192_775.462_20,Grainstone
390.2508,31.233,16.6015,1.314,2639.219,506.183,2.1579,3.8684,0.1025,2.1628,774.192_775.462_22,Grainstone
390.3016,30.1186,18.4029,0.9417,2562.3235,550.9314,2.1657,4.1108,0.1028,2.1663,774.192_775.462_24,Grainstone
390.3524,30.4007,18.9436,0.9335,2616.7849,565.8392,2.1732,4.1501,0.1026,2.1685,774.192_775.462_26,Grainstone
390.4032,31.4941,18.5593,0.9164,2602.158,567.7611,2.1711,4.3944,0.1,2.1681,774.192_775.462_28,Grainstone
390.454,33.9025,19.4006,0.6951,2596.2556,561.5703,2.1591,4.6703,0.0976,2.1691,774.192_775.462_30,Grainstone
390.5048,32.8434,19.2439,0.7974,2616.2017,554.4216,2.1759,4.3423,0.1007,2.1678,774.192_775.462_32,Grainstone
390.5556,31.8308,19.2372,0.8566,2623.4739,606.1536,2.1699,4.2541,0.1026,2.1711,774.192_775.462_34,Grainstone
390.6064,32.8883,19.4208,0.7725,2638.9019,573.5229,2.1671,4.011,0.1016,2.1727,774.192_775.462_36,Grainstone
390.6572,33.3062,19.0386,0.7025,2670.0881,541.0588,2.1771,4.281,0.1038,2.1737,774.192_775.462_38,Grainstone
390.708,34.6329,19.2834,0.6097,2669.7058,537.7206,2.1739,4.2941,0.107,2.1759,774.192_775.462_40,Grainstone
390.7588,34.0498,19.1948,0.6785,2607.9412,587.7843,2.1722,4.1821,0.107,2.1723,774.192_775.462_42,Grainstone
390.8096,35.1307,19.2088,0.6222,2600.9133,577.491,2.163,3.8309,0.1038,2.1713,774.192_775.462_44,Grainstone
398.4296,38.0547,18.5622,0.4068,2697.3333,596,2.1449,4.559,0.1019,2.1619,781.812_783.082_44,Grainstone
398.4804,38.2143,19.1302,0.4773,2796,600,2.1664,4.3114,0.1053,2.1564,781.812_783.082_46,Grainstone
398.5312,40.4994,18.8895,0.4849,2718,584,2.1485,4.5091,0.1021,2.1582,781.812_783.082_48,Grainstone
398.582,40.5342,19.2926,0.5191,2761.3333,574,2.1503,4.1851,0.1042,2.1587,783.082_784.352_0,Grainstone
398.6328,38.15,18.4995,0.6707,2792,597.3333,2.1644,3.9819,0.1108,2.1584,783.082_784.352_2,Grainstone
398.6836,32.442,17.2768,1.0344,2757.3333,573.3333,2.1517,4.2089,0.1074,2.1652,783.082_784.352_4,Grainstone
398.7344,31.8972,15.756,1.2355,2660,586,2.1693,4.5203,0.1112,2.1662,783.082_784.352_6,Grainstone
398.7852,30.7618,16.2434,1.1642,2648,560,2.1735,3.668,0.1075,2.1654,783.082_784.352_8,Grainstone
398.836,30.2342,15.4267,1.0291,2616,630,2.1656,3.8928,0.1063,2.1627,783.082_784.352_10,Grainstone
398.8868,30.643,15.3463,1.1379,2658.6667,584,2.1565,4.2648,0.1051,2.1657,783.082_784.352_12,Grainstone
398.9376,29.6729,13.2883,1.5048,2584,608,2.187,4.4618,0.1159,2.1705,783.082_784.352_14,Grainstone
398.9884,30.1638,15.3219,1.1974,2802.6667,630.6667,2.1865,4.7652,0.1141,2.1759,783.082_784.352_16,Grainstone
399.0392,29.8916,16.268,1.067,2714,578,2.1742,4.192,0.1104,2.1733,783.082_784.352_18,Grainstone
399.09,32.9069,17.5261,0.7238,2673.3333,605.3333,2.1648,3.9726,0.1094,2.1668,783.082_784.352_20,Grainstone
399.1408,29.1267,17.0825,0.8491,2640,686,2.155,4.1474,0.111,2.1707,783.082_784.352_22,Grainstone
399.1916,32.419,18.2807,0.6377,2625.3333,618.6667,2.1838,3.9658,0.1181,2.1702,783.082_784.352_24,Grainstone
399.2424,33.3602,18.6188,0.5915,2794.6667,608,2.1721,4.0911,0.1125,2.1705,783.082_784.352_26,Grainstone
399.2932,34.6969,18.8361,0.482,2594,622.6667,2.1461,3.9096,0.1012,2.1804,783.082_784.352_28,Grainstone
399.344,35.6888,18.4127,0.4616,2730,618,2.2053,4.3345,0.1198,2.1935,783.082_784.352_30,Grainstone
399.3948,38.9594,18.1902,0.2993,2736,604,2.2238,4.0498,0.1213,2.2181,783.082_784.352_32,Grainstone
399.4456,38.2989,18.1175,0.3099,2705.3333,604,2.2344,3.9587,0.1211,2.2327,783.082_784.352_34,Grainstone
399.4964,39.1395,17.453,0.2779,2808,590,2.237,4.2269,0.1245,2.2431,783.082_784.352_36,Grainstone
399.5472,38.1615,17.2067,0.3622,2644,636,2.2598,4.4089,0.1314,2.2455,783.082_784.352_38,Grainstone
399.598,36.6278,17.2956,0.3258,2756,598.6667,2.2503,4.4855,0.1291,2.2432,783.082_784.352_40,Grainstone
399.6488,33.9171,16.3999,0.4386,2662.6667,593.3333,2.2287,4.2346,0.1204,2.236,783.082_784.352_42,Grainstone
399.6996,32.4628,17.2911,0.4349,2782,570,2.2299,3.9861,0.1214,2.2242,783.082_784.352_44,Grainstone
399.7504,31.5245,17.2548,0.5159,2577.3333,588,2.2106,3.8874,0.1173,2.2154,783.082_784.352_46,Grainstone
399.8012,28.7233,16.2933,0.6737,2646.6667,574,2.2074,4.0862,0.1173,2.2006,783.082_784.352_48,Grainstone
399.852,28.4994,16.226,0.7329,2726,633.3333,2.1831,4.0429,0.1075,2.1864,784.352_785.622_0,Grainstone
399.9028,27.1193,16.2816,0.8235,2717.3333,606,2.1697,3.9017,0.1016,2.1753,784.352_785.622_2,Grainstone
399.9536,27.8725,15.7974,0.9043,2678.6667,545.3333,2.1615,4.2019,0.0988,2.1764,784.352_785.622_4,Grainstone
400.0044,29.8946,17.1923,0.6922,2690,582.6667,2.1896,4.3459,0.1101,2.1848,784.352_785.622_6,Grainstone
400.0552,33.0851,16.9345,0.5276,2657.3333,628,2.2031,4.3278,0.1186,2.1934,784.352_785.622_8,Grainstone
400.106,31.4611,16.2091,0.5734,2784,624,2.1977,3.8071,0.1158,2.1916,784.352_785.622_10,Grainstone
400.1568,31.7756,17.0635,0.5045,2840,609.3333,2.1766,3.7661,0.1086,2.1866,784.352_785.622_12,Grainstone
85.8468,55.3396,22.578,0.4536,2216,380,2.0446,1.3646,0.4788,2.0286,399.4912_400.7612_14,Floatstone
85.8976,58.989,19.3646,0.937,2344,422.6667,2.0067,1.3208,0.4614,1.9945,399.4912_400.7612_16,Floatstone
85.9484,54.697,18.9375,1.0131,2294.6667,406.6667,1.9418,1.2726,0.4386,1.9367,399.4912_400.7612_18,Floatstone
85.9992,55.0628,19.0993,1.0167,2132,446,1.8648,1.1921,0.4036,1.8766,399.4912_400.7612_20,Floatstone
86.05,57.8793,18.969,0.9811,2232,480,1.8078,1.2921,0.3684,1.877,399.4912_400.7612_22,Floatstone
86.1008,56.7273,19.0292,0.845,2130.6667,426.6667,1.9616,1.2084,0.4054,1.8809,399.4912_400.7612_24,Floatstone
86.1516,53.8993,18.6957,0.9969,2126.6667,430.6667,1.9337,1.1065,0.3883,1.9021,399.4912_400.7612_26,Floatstone
86.2024,57.0768,19.6407,0.9879,2248,364,1.8397,1.1739,0.3719,1.9177,399.4912_400.7612_28,Floatstone
86.2532,56.9828,21.5036,0.9903,2198,430,1.9426,1.1999,0.4003,1.9036,399.4912_400.7612_30,Floatstone
86.304,57.3287,22.7156,0.9838,2170.6667,424,1.901,1.1839,0.3971,1.9388,399.4912_400.7612_32,Floatstone
86.3548,53.9997,23.4777,1.0299,2174,414.6667,1.9806,1.3459,0.4497,1.9373,399.4912_400.7612_34,Floatstone
86.4056,52.9562,24.5632,1.0283,2202.6667,364,1.9395,1.536,0.438,1.9322,399.4912_400.7612_36,Floatstone
86.4564,48.4583,22.9344,1.0693,2144,372,1.8925,1.5584,0.4172,1.9142,399.4912_400.7612_38,Floatstone
86.5072,49.3917,21.4274,1.0562,2137.3333,373.3333,1.8956,1.3709,0.4257,1.8792,399.4912_400.7612_40,Floatstone
86.558,54.6508,22.1257,0.5413,2258,446,1.8383,1.2769,0.4108,1.8724,399.4912_400.7612_42,Floatstone
86.6088,56.8244,19.7107,0.7466,2222.6667,421.3333,1.8515,1.3084,0.4099,1.872,399.4912_400.7612_44,Floatstone
86.6596,58.6875,19.3116,0.6839,2140,424,1.901,1.3381,0.4253,1.8798,399.4912_400.7612_46,Floatstone
86.7104,59.671,17.818,0.9221,2205.3333,416,1.8964,1.3785,0.4244,1.8808,399.4912_400.7612_48,Floatstone
86.7612,58.2194,18.1765,0.9581,2228,400,1.8397,1.3927,0.4126,1.875,400.7612_402.0312_0,Floatstone
86.812,54.8926,18.7642,1.0117,2226.6667,426.6667,1.8724,1.4286,0.4275,1.8549,400.7612_402.0312_2,Floatstone
86.8628,57.5222,19.4963,0.9877,2074.6667,422,1.8463,1.3907,0.4205,1.8355,400.7612_402.0312_4,Floatstone
86.9136,55.4073,19.8109,1.01,2248,421.3333,1.7849,1.4242,0.4027,1.8347,400.7612_402.0312_6,Floatstone
86.9644,55.2127,19.7538,1.0149,2242.6667,460,1.8275,1.3235,0.3964,1.846,400.7612_402.0312_8,Floatstone
87.0152,53.8976,18.7065,1.0338,2194,414.6667,1.9189,1.2388,0.4136,1.8414,400.7612_402.0312_10,Floatstone
87.066,54.8311,18.8658,1.0259,2220,426.6667,1.8112,1.2248,0.3816,1.8244,400.7612_402.0312_12,Floatstone
87.1168,45.39,18.594,1.1196,2202,426,1.7427,1.4033,0.352,1.8113,400.7612_402.0312_14,Floatstone
95.448,45.3118,17.3541,1.1047,2242.6667,444,2.0179,1.5673,0.1706,2.012,408.3812_409.6512_42,Floatstone
95.4988,55.7156,17.646,1.0079,2274.6667,478,2.0063,1.4162,0.1753,2,408.3812_409.6512_44,Floatstone
95.5496,57.2186,19.325,0.7444,2430,430.6667,1.9775,1.5171,0.1725,1.9898,408.3812_409.6512_46,Floatstone
95.6004,54.4861,20.6076,0.3835,2372,430.6667,1.9811,1.5432,0.1643,1.9785,408.3812_409.6512_48,Floatstone
95.6512,57.5025,21.6558,0.0416,2478,418.6667,1.976,1.4224,0.1605,1.9721,409.6512_410.9212_0,Floatstone
95.702,55.6834,22.5033,0.1959,2378.6667,454.6667,1.9546,1.4131,0.1587,1.9754,409.6512_410.9212_2,Floatstone
95.7528,52.1469,20.3635,0.3514,2330,410,1.9833,1.5445,0.1687,1.9813,409.6512_410.9212_4,Floatstone
95.8036,50.4162,20.0223,0.3084,2433.3333,400,2.0019,1.3508,0.1732,1.9908,409.6512_410.9212_6,Floatstone
95.8544,47.4345,19.406,0.3458,2170,430,1.9989,1.177,0.1686,1.9932,409.6512_410.9212_8,Floatstone
95.9052,49.1734,18.9721,0.4384,2342.6667,437.3333,1.9792,1.3185,0.1691,1.9948,409.6512_410.9212_10,Floatstone
95.956,49.8036,19.9439,0.5773,2252,456,2.0015,1.3968,0.1991,1.998,409.6512_410.9212_12,Floatstone
96.0068,49.9996,18.1564,0.7852,2356,437.3333,2.006,1.4115,0.1984,2.0078,409.6512_410.9212_14,Floatstone
96.0576,53.0673,18.7613,0.6667,2366.6667,454,2.0125,1.4346,0.2114,2.021,409.6512_410.9212_16,Floatstone
96.1084,54.359,20.9789,0.4502,2401.3333,426.6667,2.0355,1.4199,0.2435,2.032,409.6512_410.9212_18,Floatstone
96.1592,53.4958,21.1935,0.611,2450.6667,442.6667,2.0484,1.4741,0.2721,2.0492,409.6512_410.9212_20,Floatstone
96.21,56.3958,20.7862,0.8961,2328,448,2.066,1.3581,0.2984,2.0657,409.6512_410.9212_22,Floatstone
96.2608,52.9694,20.1906,1.0266,2317.3333,449.3333,2.0863,1.4291,0.318,2.0861,409.6512_410.9212_24,Floatstone
105.0492,55.7033,22.8894,0.1445,2257.3208,440.1559,1.9727,1.6668,0.1508,1.9761,418.5412_419.8112_20,Floatstone
105.1,54.4318,23.5852,0.1473,2271.1111,408.4444,1.9566,1.6931,0.1473,1.9628,418.5412_419.8112_22,Floatstone
105.1508,54.8947,23.4144,0.2439,2213.9583,420.5788,1.95,1.8362,0.1545,1.9547,418.5412_419.8112_24,Floatstone
105.2016,52.4543,23.0526,0.4045,2177.1851,440.7408,1.9546,1.8778,0.1649,1.9475,418.5412_419.8112_26,Floatstone
105.2524,48.0058,22.7606,0.5382,2195.3369,425.7626,1.9436,1.6369,0.163,1.94,418.5412_419.8112_28,Floatstone
105.3032,46.3052,22.5476,0.6456,2207.7747,408.8827,1.9269,1.7026,0.1685,1.9316,418.5412_419.8112_30,Floatstone
105.354,43.9333,23.7593,0.7188,2216.1482,445.1852,1.9182,1.7437,0.184,1.9262,418.5412_419.8112_32,Floatstone
105.4048,45.9941,24.6025,0.4154,2121.3333,412,1.9243,1.6219,0.2108,1.9291,418.5412_419.8112_34,Floatstone
105.4556,45.4073,23.3732,0.6869,2232,428,1.9396,1.6761,0.2383,1.9437,418.5412_419.8112_36,Floatstone
105.5064,38.6261,19.0073,1.2656,2165.3333,446,1.9604,1.517,0.2481,1.9668,418.5412_419.8112_38,Floatstone
105.5572,45.0495,22.3071,0.3239,2176,421.3333,1.995,1.4728,0.2581,1.9927,418.5412_419.8112_40,Floatstone
105.608,49.0158,21.4695,0.0856,2252,449.3333,2.0253,1.6515,0.2892,2.015,418.5412_419.8112_42,Floatstone
105.6588,50.4072,21.6957,0.0612,2132,398,2.0309,1.5466,0.2961,2.0289,418.5412_419.8112_44,Floatstone
105.7096,49.8048,19.9366,0.045,2165.3333,393.3333,2.0404,1.5203,0.303,2.035,418.5412_419.8112_46,Floatstone
105.7604,52.5303,19.5127,0.087,2306.6667,448,2.0371,1.3536,0.3023,2.0395,418.5412_419.8112_48,Floatstone
105.8112,51.7608,19.5696,0.0948,2204,417.3333,2.0405,1.6387,0.303,2.0502,419.8112_421.0812_0,Floatstone
105.862,54.0769,20.7192,0.1681,2242.6667,425.3333,2.0651,1.6147,0.3213,2.0592,419.8112_421.0812_2,Floatstone
105.9128,55.5072,20.4964,0.0539,2190.6667,436,2.082,1.5204,0.3269,2.0532,419.8112_421.0812_4,Floatstone
105.9636,54.0616,21.007,0.185,2162.6667,393.3333,2.0323,1.5056,0.3197,2.0339,419.8112_421.0812_6,Floatstone
106.0144,57.8004,21.269,0.4343,2166.6667,428,2.0002,1.6281,0.3305,2.001,419.8112_421.0812_8,Floatstone
106.0652,54.4363,20.5819,0.9089,2169.3333,401.3333,1.9789,1.659,0.3394,1.9729,419.8112_421.0812_10,Floatstone
106.116,48.6857,20.9424,1.003,2082,377.3333,1.9509,1.5497,0.35,1.9647,419.8112_421.0812_12,Floatstone
106.1668,52.8814,22.3774,0.9539,2182.6667,434.6667,1.958,1.3795,0.3738,1.9775,419.8112_421.0812_14,Floatstone
106.2176,56.4637,22.9191,0.8912,2198,420,2.0133,1.4515,0.412,2.0023,419.8112_421.0812_16,Floatstone
106.2684,52.1696,22.6732,0.9625,2069.3333,390.6667,2.0436,1.6298,0.4399,2.027,419.8112_421.0812_18,Floatstone
106.3192,58.6222,24.448,0.8618,2206.6667,322,2.0389,1.547,0.4426,2.0341,419.8112_421.0812_20,Floatstone
114.7012,44.6843,16.6695,0.967,2324,473.3333,2.1908,1.5895,0.3857,2.1934,428.7012_429.9712_0,Floatstone
114.752,39.4846,16.8555,1.209,2192,450,2.2008,1.7291,0.3832,2.2002,428.7012_429.9712_2,Floatstone
114.8028,40.5599,17.3159,1.1106,2248,406.6667,2.214,1.7877,0.3834,2.2025,428.7012_429.9712_4,Floatstone
114.8536,43.9505,18.6302,0.8606,2278.6667,418.6667,2.2057,1.8479,0.3822,2.202,428.7012_429.9712_6,Floatstone
114.9044,41.8786,19.9104,0.6612,2324,470,2.1949,1.7906,0.3784,2.1962,428.7012_429.9712_8,Floatstone
114.9552,39.6308,17.8668,1.2164,2293.3333,450.6667,2.1938,1.7998,0.3834,2.1802,428.7012_429.9712_10,Floatstone
115.006,39.334,17.7795,1.234,2185.3333,446,2.1652,1.7736,0.3789,2.1675,428.7012_429.9712_12,Floatstone
115.0568,36.5146,16.5534,1.3911,2274,440,2.1454,1.6225,0.3758,2.1659,428.7012_429.9712_14,Floatstone
115.1076,34.0134,14.5139,1.5167,2236,402,2.1845,1.7614,0.3939,2.1772,428.7012_429.9712_16,Floatstone
115.1584,34.5893,14.4553,1.5169,2269.3333,446.6667,2.2082,1.7772,0.409,2.2037,428.7012_429.9712_18,Floatstone
115.2092,33.8194,13.8694,1.5811,2200,429.3333,2.2289,1.8945,0.4267,2.234,428.7012_429.9712_20,Floatstone
115.26,33.6517,14.3126,1.6184,2206.6667,456,2.2592,1.8662,0.443,2.2739,428.7012_429.9712_22,Floatstone
115.3108,34.2972,13.4857,1.5576,2308,477.3333,2.3307,1.825,0.4601,2.3121,428.7012_429.9712_24,Floatstone
115.3616,34.6088,13.3192,1.5278,2273.3333,430.6667,2.3515,1.9614,0.4528,2.3504,428.7012_429.9712_26,Floatstone
115.4124,34.7972,13.798,1.521,2158,516,2.3743,2.0497,0.4547,2.3692,428.7012_429.9712_28,Floatstone
115.4632,36.4908,14.5977,1.4293,2314.6667,426.6667,2.3801,2.0017,0.4545,2.3714,428.7012_429.9712_30,Floatstone
115.514,38.1046,15.0523,1.3342,2232,480,2.3575,2.0025,0.446,2.3629,428.7012_429.9712_32,Floatstone
115.5648,39.8371,15.3372,1.2388,2190,429.3333,2.3403,1.988,0.4485,2.3511,428.7012_429.9712_34,Floatstone
115.6156,38.9533,14.485,1.2783,2264,466,2.3414,1.8817,0.4584,2.3435,428.7012_429.9712_36,Floatstone
115.6664,40.7675,15.9485,1.1807,2277.3333,402.6667,2.3391,1.7253,0.4748,2.3448,428.7012_429.9712_38,Floatstone
115.7172,41.4591,16.9317,1.1537,2260,460,2.3539,1.8334,0.4953,2.3525,428.7012_429.9712_40,Floatstone
115.768,40.7372,16.1923,1.2059,2114.6667,426,2.3677,1.6959,0.51,2.3574,428.7012_429.9712_42,Floatstone
115.8188,40.6,16.1556,1.1843,2268,426.6667,2.3671,1.7056,0.5204,2.359,428.7012_429.9712_44,Floatstone
115.8696,41.606,16.7265,1.1361,2256,448,2.3474,1.7785,0.511,2.3612,428.7012_429.9712_46,Floatstone
115.9204,41.5472,16.7857,1.1405,2150.6667,454,2.3651,1.7885,0.5192,2.3659,428.7012_429.9712_48,Floatstone
115.9712,45.7013,17.4579,1.0566,2332,400,2.3837,1.6484,0.5323,2.3772,429.9712_431.2412_0,Floatstone
116.022,42.1415,16.7707,1.129,2222.6667,436,2.3905,1.6763,0.5453,2.3858,429.9712_431.2412_2,Floatstone
116.0728,43.723,16.2053,1.0943,2321.3333,476,2.3906,1.5882,0.5472,2.3911,429.9712_431.2412_4,Floatstone
116.1236,44.8225,16.6695,1.081,2332,468,2.3979,1.6812,0.5466,2.3953,429.9712_431.2412_6,Floatstone
116.1744,45.324,16.5725,1.0835,2278.6667,474,2.4041,1.7239,0.5496,2.3992,429.9712_431.2412_8,Floatstone
116.2252,49.0336,16.5933,1.0076,2240,434.6667,2.406,1.668,0.5499,2.3859,429.9712_431.2412_10,Floatstone
116.276,58.7049,17.2328,0.8754,2214,484,2.3618,1.7933,0.5368,2.3571,429.9712_431.2412_12,Floatstone
116.3268,60.5844,17.0859,0.8234,2282.6667,456,2.2973,1.9048,0.5158,2.3266,429.9712_431.2412_14,Floatstone
116.3776,62.4965,17.2202,0.7698,2344,424,2.2957,1.7188,0.5219,2.3014,429.9712_431.2412_16,Floatstone
